,from_name,from,to_name,to,P
15243,JIANGDU,"[119.72177333333333, 32.30269333333333]",NINGBO,"[121.89526166666667, 29.93238]",5.45E-07
15244,RAS TANURA,"[50.16752, 26.984213333333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",4.35E-09
15245,RAS TANURA,"[50.16752, 26.984213333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",3.20E-07
15246,RAS TANURA,"[50.16752, 26.984213333333333]",XINSHA,"[113.545415, 22.974033333333335]",6.41E-07
15247,RAS TANURA,"[50.16752, 26.984213333333333]",DALIAN,"[121.98408, 38.90600333333333]",2.77E-08
15248,RAS TANURA,"[50.16752, 26.984213333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",2.73E-05
15249,RAS TANURA,"[50.16752, 26.984213333333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",8.59E-07
15250,RAS TANURA,"[50.16752, 26.984213333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.30E-07
15251,RAS TANURA,"[50.16752, 26.984213333333333]",BAOSHAN,"[121.4827, 31.446695]",2.14E-08
15252,RAS TANURA,"[50.16752, 26.984213333333333]",YANTIAN,"[114.26794666666666, 22.57345]",3.08E-06
15253,RAS TANURA,"[50.16752, 26.984213333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",4.93E-08
15254,RAS TANURA,"[50.16752, 26.984213333333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",3.87E-07
15255,RAS TANURA,"[50.16752, 26.984213333333333]",CHIWAN,"[113.8946, 22.455883333333333]",1.03E-05
15256,RAS TANURA,"[50.16752, 26.984213333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",2.13E-06
15257,RAS TANURA,"[50.16752, 26.984213333333333]",NINGBO,"[121.89526166666667, 29.93238]",3.05E-05
15258,FLYING FISH COVE,"[105.6237, -10.346366666666666]",XINGANG,"[113.50651666666667, 23.054016666666666]",1.46E-05
15259,FLYING FISH COVE,"[105.6237, -10.346366666666666]",XINSHA,"[113.545415, 22.974033333333335]",0.000159937
15260,FLYING FISH COVE,"[105.6237, -10.346366666666666]",DALIAN,"[121.98408, 38.90600333333333]",5.08E-05
15261,FLYING FISH COVE,"[105.6237, -10.346366666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000220355
15262,FLYING FISH COVE,"[105.6237, -10.346366666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",5.48E-05
15263,FLYING FISH COVE,"[105.6237, -10.346366666666666]",HUMEN,"[113.56296666666667, 22.871695]",6.82E-05
15264,FLYING FISH COVE,"[105.6237, -10.346366666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",3.56E-05
15265,FLYING FISH COVE,"[105.6237, -10.346366666666666]",CHIWAN,"[113.8946, 22.455883333333333]",0.000367332
15266,FLYING FISH COVE,"[105.6237, -10.346366666666666]",NINGBO,"[121.89526166666667, 29.93238]",6.35E-05
15267,MEI SHAN,"[122.00061666666667, 29.766583333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",9.61E-06
15268,MEI SHAN,"[122.00061666666667, 29.766583333333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",3.94E-10
15269,MEI SHAN,"[122.00061666666667, 29.766583333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",2.76E-06
15270,MEI SHAN,"[122.00061666666667, 29.766583333333333]",XINSHA,"[113.545415, 22.974033333333335]",5.41E-06
15271,MEI SHAN,"[122.00061666666667, 29.766583333333333]",DALIAN,"[121.98408, 38.90600333333333]",2.89E-05
15272,MEI SHAN,"[122.00061666666667, 29.766583333333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",5.70E-10
15273,MEI SHAN,"[122.00061666666667, 29.766583333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000122172
15274,MEI SHAN,"[122.00061666666667, 29.766583333333333]",HUMEN,"[113.56296666666667, 22.871695]",5.71E-06
15275,MEI SHAN,"[122.00061666666667, 29.766583333333333]",BAOSHAN,"[121.4827, 31.446695]",7.56E-10
15276,MEI SHAN,"[122.00061666666667, 29.766583333333333]",YANTIAN,"[114.26794666666666, 22.57345]",0.000415792
15277,MEI SHAN,"[122.00061666666667, 29.766583333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",1.21E-07
15278,MEI SHAN,"[122.00061666666667, 29.766583333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000779052
15279,MEI SHAN,"[122.00061666666667, 29.766583333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000310607
15280,AMBON,"[128.16343333333333, -3.669233333333333]",XINSHA,"[113.545415, 22.974033333333335]",1.36E-05
15281,AMBON,"[128.16343333333333, -3.669233333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000175932
15282,AMBON,"[128.16343333333333, -3.669233333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",3.21E-05
15283,AMBON,"[128.16343333333333, -3.669233333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000332647
15284,JAYAPURA,"[140.72658666666666, -2.5268533333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",2.52E-05
15285,JAYAPURA,"[140.72658666666666, -2.5268533333333334]",CHIWAN,"[113.8946, 22.455883333333333]",1.19E-05
15286,LONDON,"[-0.082325, 51.50696666666666]",XINSHA,"[113.545415, 22.974033333333335]",5.74E-05
15287,LONDON,"[-0.082325, 51.50696666666666]",DALIAN,"[121.98408, 38.90600333333333]",4.45E-05
15288,LONDON,"[-0.082325, 51.50696666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",5.28E-05
15289,LONDON,"[-0.082325, 51.50696666666666]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000131595
15290,LONDON,"[-0.082325, 51.50696666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.28E-05
15291,LONDON,"[-0.082325, 51.50696666666666]",YANTIAN,"[114.26794666666666, 22.57345]",0.000289832
15292,LONDON,"[-0.082325, 51.50696666666666]",CHIWAN,"[113.8946, 22.455883333333333]",5.77E-05
15293,LONDON,"[-0.082325, 51.50696666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",5.76E-05
15294,LONDON,"[-0.082325, 51.50696666666666]",NINGBO,"[121.89526166666667, 29.93238]",0.000103023
15295,MOJI,"[130.85852, 34.02782166666667]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000264706
15296,MOJI,"[130.85852, 34.02782166666667]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",7.34E-06
15297,MOJI,"[130.85852, 34.02782166666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000741717
15298,MOJI,"[130.85852, 34.02782166666667]",XINSHA,"[113.545415, 22.974033333333335]",5.62E-05
15299,MOJI,"[130.85852, 34.02782166666667]",DALIAN,"[121.98408, 38.90600333333333]",9.00E-05
15300,MOJI,"[130.85852, 34.02782166666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000264237
15301,MOJI,"[130.85852, 34.02782166666667]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",2.18E-06
15302,MOJI,"[130.85852, 34.02782166666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000284362
15303,MOJI,"[130.85852, 34.02782166666667]",HUMEN,"[113.56296666666667, 22.871695]",0.000619095
15304,MOJI,"[130.85852, 34.02782166666667]",BAOSHAN,"[121.4827, 31.446695]",1.71E-05
15305,MOJI,"[130.85852, 34.02782166666667]",YANTIAN,"[114.26794666666666, 22.57345]",0.00055464
15306,MOJI,"[130.85852, 34.02782166666667]",GUANGZHOU,"[113.43307, 23.090493333333335]",7.16E-05
15307,MOJI,"[130.85852, 34.02782166666667]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000600159
15308,MOJI,"[130.85852, 34.02782166666667]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",1.75E-05
15309,MOJI,"[130.85852, 34.02782166666667]",CHIWAN,"[113.8946, 22.455883333333333]",0.00500612
15310,MOJI,"[130.85852, 34.02782166666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.002960687
15311,MOJI,"[130.85852, 34.02782166666667]",NINGBO,"[121.89526166666667, 29.93238]",0.000471517
15312,BADAGRY,"[2.9993066666666666, 6.158426666666666]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000231817
15313,BADAGRY,"[2.9993066666666666, 6.158426666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",7.86E-05
15314,BADAGRY,"[2.9993066666666666, 6.158426666666666]",YANTIAN,"[114.26794666666666, 22.57345]",0.000218953
15315,BADAGRY,"[2.9993066666666666, 6.158426666666666]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.000198329
15316,BADAGRY,"[2.9993066666666666, 6.158426666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",7.09E-05
15317,PANGKAL BALAM,"[106.12968, -2.097706666666667]",HUMEN,"[113.56296666666667, 22.871695]",2.05E-05
15318,SAMARAI,"[150.77685333333332, -10.403786666666667]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",4.78E-05
15319,SAMARAI,"[150.77685333333332, -10.403786666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",3.37E-05
15320,SAMARAI,"[150.77685333333332, -10.403786666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",0.00010554
15321,SAMARAI,"[150.77685333333332, -10.403786666666667]",CHIWAN,"[113.8946, 22.455883333333333]",7.11E-05
15322,SAMARAI,"[150.77685333333332, -10.403786666666667]",NINGBO,"[121.89526166666667, 29.93238]",9.96E-05
15323,BULUMA,"[150.31051666666667, -5.527316666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",9.72E-05
15324,QALHAT MARINE TERMINAL,"[59.41317333333333, 22.665146666666665]",ZHOUSHAN,"[122.10661333333333, 29.904]",4.03E-05
15325,QALHAT MARINE TERMINAL,"[59.41317333333333, 22.665146666666665]",CHIWAN,"[113.8946, 22.455883333333333]",5.70E-05
15326,PORT SULPHUR,"[-89.51592166666667, 29.355011666666666]",XINSHA,"[113.545415, 22.974033333333335]",6.31E-05
15327,PORT SULPHUR,"[-89.51592166666667, 29.355011666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000163341
15328,PORT SULPHUR,"[-89.51592166666667, 29.355011666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.04E-05
15329,PORT SULPHUR,"[-89.51592166666667, 29.355011666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",3.59E-05
15330,PORT SULPHUR,"[-89.51592166666667, 29.355011666666666]",CHIWAN,"[113.8946, 22.455883333333333]",0.000121318
15331,PORT SULPHUR,"[-89.51592166666667, 29.355011666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000185471
15332,PORT SULPHUR,"[-89.51592166666667, 29.355011666666666]",NINGBO,"[121.89526166666667, 29.93238]",0.000156241
15333,ULSAN,"[129.36691333333334, 35.43761833333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000172231
15334,ULSAN,"[129.36691333333334, 35.43761833333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",2.89E-06
15335,ULSAN,"[129.36691333333334, 35.43761833333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.003894685
15336,ULSAN,"[129.36691333333334, 35.43761833333333]",XINSHA,"[113.545415, 22.974033333333335]",0.003363753
15337,ULSAN,"[129.36691333333334, 35.43761833333333]",DALIAN,"[121.98408, 38.90600333333333]",0.000109583
15338,ULSAN,"[129.36691333333334, 35.43761833333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000964062
15339,ULSAN,"[129.36691333333334, 35.43761833333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",6.18E-05
15340,ULSAN,"[129.36691333333334, 35.43761833333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000206381
15341,ULSAN,"[129.36691333333334, 35.43761833333333]",HUMEN,"[113.56296666666667, 22.871695]",0.000195439
15342,ULSAN,"[129.36691333333334, 35.43761833333333]",BAOSHAN,"[121.4827, 31.446695]",4.28E-05
15343,ULSAN,"[129.36691333333334, 35.43761833333333]",YANTIAN,"[114.26794666666666, 22.57345]",0.001249372
15344,ULSAN,"[129.36691333333334, 35.43761833333333]",GUANGZHOU,"[113.43307, 23.090493333333335]",0.00023107
15345,ULSAN,"[129.36691333333334, 35.43761833333333]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000585043
15346,ULSAN,"[129.36691333333334, 35.43761833333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.000476996
15347,ULSAN,"[129.36691333333334, 35.43761833333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.01422579
15348,ULSAN,"[129.36691333333334, 35.43761833333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.001006504
15349,ULSAN,"[129.36691333333334, 35.43761833333333]",NINGBO,"[121.89526166666667, 29.93238]",0.000980886
15350,ESMERALDAS,"[-79.64968333333333, 0.9902666666666666]",XINGANG,"[113.50651666666667, 23.054016666666666]",9.22E-05
15351,ESMERALDAS,"[-79.64968333333333, 0.9902666666666666]",DALIAN,"[121.98408, 38.90600333333333]",0.00012545
15352,ESMERALDAS,"[-79.64968333333333, 0.9902666666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000822236
15353,ESMERALDAS,"[-79.64968333333333, 0.9902666666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000829429
15354,ESMERALDAS,"[-79.64968333333333, 0.9902666666666666]",BAOSHAN,"[121.4827, 31.446695]",0.00022545
15355,ESMERALDAS,"[-79.64968333333333, 0.9902666666666666]",YANTIAN,"[114.26794666666666, 22.57345]",0.000182004
15356,ESMERALDAS,"[-79.64968333333333, 0.9902666666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000811614
15357,ESMERALDAS,"[-79.64968333333333, 0.9902666666666666]",CHIWAN,"[113.8946, 22.455883333333333]",0.002392781
15358,ESMERALDAS,"[-79.64968333333333, 0.9902666666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000538086
15359,ESMERALDAS,"[-79.64968333333333, 0.9902666666666666]",NINGBO,"[121.89526166666667, 29.93238]",0.000183495
15360,PUERTO MOIN,"[-83.06216666666667, 10.0338]",QINGDAO,"[120.25705666666667, 36.08946666666667]",5.87E-06
15361,PUERTO MOIN,"[-83.06216666666667, 10.0338]",SHANGHAI,"[121.7305, 31.308273333333332]",6.55E-06
15362,COOS BAY,"[-124.25651, 43.424935]",DALIAN,"[121.98408, 38.90600333333333]",0.000274291
15363,COOS BAY,"[-124.25651, 43.424935]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000170251
15364,COOS BAY,"[-124.25651, 43.424935]",CHIWAN,"[113.8946, 22.455883333333333]",0.000114933
15365,GAMAGORI,"[137.21675, 34.81718333333333]",DALIAN,"[121.98408, 38.90600333333333]",5.38E-07
15366,GAMAGORI,"[137.21675, 34.81718333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",2.77E-05
15367,GAMAGORI,"[137.21675, 34.81718333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.70E-06
15368,GAMAGORI,"[137.21675, 34.81718333333333]",BAOSHAN,"[121.4827, 31.446695]",9.19E-07
15369,GAMAGORI,"[137.21675, 34.81718333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",1.93E-06
15370,GAMAGORI,"[137.21675, 34.81718333333333]",NINGBO,"[121.89526166666667, 29.93238]",2.12E-05
15371,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",4.47E-06
15372,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",XINGANG,"[113.50651666666667, 23.054016666666666]",7.07E-05
15373,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",XINSHA,"[113.545415, 22.974033333333335]",1.58E-05
15374,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",DALIAN,"[121.98408, 38.90600333333333]",0.000749467
15375,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000435249
15376,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.00022049
15377,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",BAOSHAN,"[121.4827, 31.446695]",0.000148459
15378,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",GUANGZHOU,"[113.43307, 23.090493333333335]",2.09E-05
15379,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000660636
15380,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",CHIWAN,"[113.8946, 22.455883333333333]",0.000113401
15381,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",NANSHA,"[113.68256166666667, 22.643306666666668]",8.88E-06
15382,TELUK RUBIAH,"[100.62399333333333, 4.1424183333333335]",NINGBO,"[121.89526166666667, 29.93238]",0.000112953
15383,GULFPORT,"[-89.08832, 30.350045]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000124283
15384,GULFPORT,"[-89.08832, 30.350045]",XINGANG,"[113.50651666666667, 23.054016666666666]",6.22E-05
15385,GULFPORT,"[-89.08832, 30.350045]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000215571
15386,GULFPORT,"[-89.08832, 30.350045]",QINGDAO,"[120.25705666666667, 36.08946666666667]",3.18E-05
15387,GULFPORT,"[-89.08832, 30.350045]",SHANGHAI,"[121.7305, 31.308273333333332]",8.78E-06
15388,GULFPORT,"[-89.08832, 30.350045]",CHIWAN,"[113.8946, 22.455883333333333]",0.000230542
15389,GULFPORT,"[-89.08832, 30.350045]",NANSHA,"[113.68256166666667, 22.643306666666668]",6.20E-05
15390,CHENNAI,"[80.2997, 13.10715]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000327823
15391,CHENNAI,"[80.2997, 13.10715]",XINSHA,"[113.545415, 22.974033333333335]",0.000137852
15392,CHENNAI,"[80.2997, 13.10715]",DALIAN,"[121.98408, 38.90600333333333]",0.000119247
15393,CHENNAI,"[80.2997, 13.10715]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.00065434
15394,CHENNAI,"[80.2997, 13.10715]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000142543
15395,CHENNAI,"[80.2997, 13.10715]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.003528602
15396,CHENNAI,"[80.2997, 13.10715]",BAOSHAN,"[121.4827, 31.446695]",4.26E-05
15397,CHENNAI,"[80.2997, 13.10715]",YANTIAN,"[114.26794666666666, 22.57345]",0.001344738
15398,CHENNAI,"[80.2997, 13.10715]",GUANGZHOU,"[113.43307, 23.090493333333335]",5.71E-05
15399,CHENNAI,"[80.2997, 13.10715]",SHANGHAI,"[121.7305, 31.308273333333332]",0.006346761
15400,CHENNAI,"[80.2997, 13.10715]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.00292334
15401,CHENNAI,"[80.2997, 13.10715]",CHIWAN,"[113.8946, 22.455883333333333]",0.001670844
15402,CHENNAI,"[80.2997, 13.10715]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.002259809
15403,CHENNAI,"[80.2997, 13.10715]",NINGBO,"[121.89526166666667, 29.93238]",0.000744409
15404,PALM BEACH,"[-80.02013666666667, 26.7334]",ZHOUSHAN,"[122.10661333333333, 29.904]",3.66E-05
15405,PALM BEACH,"[-80.02013666666667, 26.7334]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",9.97E-05
15406,PALM BEACH,"[-80.02013666666667, 26.7334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.41E-05
15407,PALM BEACH,"[-80.02013666666667, 26.7334]",YANTIAN,"[114.26794666666666, 22.57345]",4.56E-05
15408,PALM BEACH,"[-80.02013666666667, 26.7334]",SHANGHAI,"[121.7305, 31.308273333333332]",7.67E-06
15409,PALM BEACH,"[-80.02013666666667, 26.7334]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",9.75E-05
15410,PALM BEACH,"[-80.02013666666667, 26.7334]",CHIWAN,"[113.8946, 22.455883333333333]",0.000192501
15411,PALM BEACH,"[-80.02013666666667, 26.7334]",NINGBO,"[121.89526166666667, 29.93238]",3.33E-05
15412,NEWHAVEN,"[0.3232116666666667, 50.58047666666667]",DALIAN,"[121.98408, 38.90600333333333]",8.96E-06
15413,NEWHAVEN,"[0.3232116666666667, 50.58047666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",5.30E-05
15414,NEWHAVEN,"[0.3232116666666667, 50.58047666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000103105
15415,NEWHAVEN,"[0.3232116666666667, 50.58047666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000114411
15416,NEWHAVEN,"[0.3232116666666667, 50.58047666666667]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",5.18E-05
15417,NEWHAVEN,"[0.3232116666666667, 50.58047666666667]",CHIWAN,"[113.8946, 22.455883333333333]",5.79E-05
15418,NEWHAVEN,"[0.3232116666666667, 50.58047666666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.00034647
15419,NEWHAVEN,"[0.3232116666666667, 50.58047666666667]",NINGBO,"[121.89526166666667, 29.93238]",5.17E-05
15420,ICDAS PORT,"[26.964966666666665, 40.440725]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",4.10E-06
15421,ICDAS PORT,"[26.964966666666665, 40.440725]",XINGANG,"[113.50651666666667, 23.054016666666666]",2.83E-05
15422,ICDAS PORT,"[26.964966666666665, 40.440725]",XINSHA,"[113.545415, 22.974033333333335]",7.19E-06
15423,ICDAS PORT,"[26.964966666666665, 40.440725]",DALIAN,"[121.98408, 38.90600333333333]",5.78E-07
15424,ICDAS PORT,"[26.964966666666665, 40.440725]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000145125
15425,ICDAS PORT,"[26.964966666666665, 40.440725]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",3.11E-05
15426,ICDAS PORT,"[26.964966666666665, 40.440725]",QINGDAO,"[120.25705666666667, 36.08946666666667]",3.84E-06
15427,ICDAS PORT,"[26.964966666666665, 40.440725]",BAOSHAN,"[121.4827, 31.446695]",1.43E-07
15428,ICDAS PORT,"[26.964966666666665, 40.440725]",YANTIAN,"[114.26794666666666, 22.57345]",4.79E-06
15429,ICDAS PORT,"[26.964966666666665, 40.440725]",SHANGHAI,"[121.7305, 31.308273333333332]",1.56E-06
15430,ICDAS PORT,"[26.964966666666665, 40.440725]",CHIWAN,"[113.8946, 22.455883333333333]",9.61E-05
15431,ICDAS PORT,"[26.964966666666665, 40.440725]",NINGBO,"[121.89526166666667, 29.93238]",0.000107889
15432,MISHIMA-KAWANOE,"[133.55101166666665, 33.99624333333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",6.92E-07
15433,MISHIMA-KAWANOE,"[133.55101166666665, 33.99624333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",1.36E-05
15434,MISHIMA-KAWANOE,"[133.55101166666665, 33.99624333333333]",DALIAN,"[121.98408, 38.90600333333333]",4.64E-06
